Project Name,2020 Price,2021 Price,2022 Price,2023 Price,2024 Price,2025 Price,2026 Price,Appreciation,Appreciation_Clean_%,Area,Community Type,DWC Travel Time,DXB Travel Time,Developer,Downtown Travel Time,File1 Appreciation,ID,Launch Year,Marina Travel Time,Master Community,PPSM,Price_Segment,Price_Vs_Community_Avg_%,Project_Stage,Projected_CAGR_24_26,Rental Yield %,Service Charge,Start Price,Unit Type
La Mer Townhouses,4500000.0,5500000.0,6500000.0,7425000.0,7425000.0,7425000.0,,65,65,Jumeirah 1,Waterfront/Beach,40m,16m,Meraas,12m,65,79,2018,15m,La Mer,2000,Ultra-Luxury,,Completed 2021,,4.5,30.0,4500000.0,Townhouses
Azizi Riviera Building 1-7,720000.0,900000.0,1050000.0,1152000.0,1238400.0,1238400.0,,72,72,MBR City,Waterfront,35m,20m,Azizi Developments,15m,72,80,2017,25m,Azizi Riviera,980,Affordable,,Completed 2022,,6.8,13.0,720000.0,Apartments
Azizi Riviera Phase 1 (Buildings 8-20),750000.0,930000.0,1080000.0,1185000.0,1275000.0,1275000.0,,70,70,MBR City,Waterfront,35m,20m,Azizi Developments,15m,70,81,2018,25m,Azizi Riviera,1000,Affordable,,Completed 2023,,6.7,13.0,750000.0,Apartments
Azizi Riviera Phase 2 (Buildings 21-40),780000.0,960000.0,1110000.0,1232400.0,1310400.0,1310400.0,,68,68,MBR City,Waterfront,35m,20m,Azizi Developments,15m,68,82,2019,25m,Azizi Riviera,1020,Affordable,,Completed 2024,,6.6,13.0,780000.0,Apartments
Azizi Riviera Phase 3 (Buildings 41-53),820000.0,1000000.0,1140000.0,1271000.0,1353000.0,1353000.0,,65,65,MBR City,Waterfront,35m,20m,Azizi Developments,15m,65,83,2020,25m,Azizi Riviera,1040,Affordable,,Completed 2025,,6.5,13.0,820000.0,Apartments
Creek Views I,,,980000.0,1100000.0,1323000.0,1421000.0,,45,45,Dubai Healthcare City,Urban,38m,18m,Azizi Developments,15m,45,84,2021,23m,Dubai Healthcare City,1150,Affordable,,Completed 2022,,6.4,14.0,980000.0,Apartments
Park Avenue I,1050000.0,1200000.0,1350000.0,1522500.0,1596000.0,,,52,52,MBR City,Master Community,35m,20m,Azizi Developments,15m,52,85,2020,25m,MBR City,1100,Mid-Range,,Completed 2022,,6.3,14.0,1050000.0,Apartments
Park Avenue II,1100000.0,1250000.0,1400000.0,1562000.0,1628000.0,,,48,48,MBR City,Master Community,35m,20m,Azizi Developments,15m,48,86,2021,25m,MBR City,1120,Mid-Range,,Completed 2023,,6.2,14.0,1100000.0,Apartments
Farhad Azizi Residence,950000.0,1100000.0,1250000.0,1407500.0,1472500.0,,13.0,55,Affordable,Al Furjan,Community,25m,22m,Azizi Developments,20m,28m,89,2020,55,Al Furjan,6.6,,Completed 2022,,,55,1050.0,950000.0,Apartments
Park Avenue III,,,1150000.0,1300000.0,1518000.0,1633000.0,,42,42,MBR City,Master Community,35m,20m,Azizi Developments,15m,42,87,2022,25m,MBR City,1140,Mid-Range,,Completed 2024,,6.1,14.0,1150000.0,Apartments
Berton,,,1050000.0,1200000.0,1470000.0,1575000.0,,50,50,Al Furjan,Community,22m,28m,Azizi Developments,25m,50,88,2021,20m,Al Furjan,1080,Mid-Range,,Completed 2023,,6.5,13.0,1050000.0,Apartments
Azizi Vista,,,850000.0,950000.0,1062500.0,1147500.0,,35,35,Studio City,Urban,28m,22m,Azizi Developments,20m,35,90,2023,22m,Studio City,1030,Affordable,,Completed 2024,,6.7,12.0,850000.0,Apartments
Wavez,,,720000.0,820000.0,986400.0,1065600.0,,48,48,Liwan,Community,20m,30m,Danube Properties,28m,48,92,2022,30m,Liwan,940,Affordable,,Completed 2024,,6.9,11.0,720000.0,Apartments
Jewelz,,,680000.0,780000.0,942400.0,1033600.0,,52,52,Liwan,Community,20m,30m,Danube Properties,28m,52,91,2021,30m,Liwan,920,Affordable,,Completed 2023,,7,11.0,680000.0,Apartments
Olivz,,,650000.0,750000.0,877500.0,942500.0,,45,45,Al Warsan,Community,25m,25m,Danube Properties,23m,45,93,2022,28m,Al Warsan,880,Affordable,,Completed 2024,,7.1,10.0,650000.0,Apartments
Lawnz,720000.0,850000.0,980000.0,1108800.0,1137600.0,,,58,58,Liwan,Community,20m,30m,Danube Properties,28m,58,94,2020,30m,Liwan,930,Affordable,,Completed 2022,,7,11.0,720000.0,Apartments
Starz,,,850000.0,980000.0,1173400.0,1292000.0,,52,52,Al Furjan,Community,22m,28m,Danube Properties,25m,52,95,2021,20m,Al Furjan,1010,Affordable,,Completed 2023,,6.8,12.0,850000.0,Apartments
Glamz,820000.0,950000.0,1080000.0,1230300.0,1271000.0,,,55,55,Al Furjan,Community,22m,28m,Danube Properties,25m,55,96,2020,20m,Al Furjan,990,Affordable,,Completed 2022,,6.8,12.0,820000.0,Apartments
Resortz,,,750000.0,870000.0,1050000.0,1125000.0,,50,50,Dubai Sports City,Community,24m,26m,Danube Properties,24m,50,97,2021,28m,Dubai Sports City,950,Affordable,,Completed 2023,,7,11.0,750000.0,Apartments
Bayz,,,1250000.0,1425000.0,1647500.0,1775000.0,,42,42,Business Bay,Urban,40m,15m,Danube Properties,12m,42,98,2022,22m,Business Bay,1380,Mid-Range,,Completed 2024,,6.2,16.0,1250000.0,Apartments
Miraclz,,,680000.0,780000.0,913500.0,986000.0,,45,45,Arjan,Community,26m,24m,Danube Properties,22m,45,99,2022,25m,Arjan,910,Affordable,,Completed 2024,,7.1,11.0,680000.0,Apartments
Pearlz,,,900000.0,1020000.0,1170900.0,1242000.0,,38,38,Al Furjan,Community,22m,28m,Danube Properties,25m,38,100,2023,20m,Al Furjan,1020,Affordable,,Completed 2025,,6.7,12.0,900000.0,Apartments
JBR Sadaf Towers,1800000.0,2400000.0,2900000.0,3150000.0,3240000.0,3330000.0,,85,85,JBR,Waterfront/Beach,35m,20m,Dubai Properties,20m,85,101,2008,8m,JBR,1950,Luxury,,Completed 2008,,5.5,22.0,1800000.0,Apartments
JBR Bahar Towers,1900000.0,2500000.0,2950000.0,3230000.0,3344000.0,3458000.0,,82,82,JBR,Waterfront/Beach,35m,20m,Dubai Properties,20m,82,103,2009,8m,JBR,1980,Luxury,,Completed 2009,,5.4,23.0,1900000.0,Apartments
JBR Amwaj Towers,1750000.0,2350000.0,2850000.0,3080000.0,3185000.0,3290000.0,,88,88,JBR,Waterfront/Beach,35m,20m,Dubai Properties,20m,88,102,2008,8m,JBR,1920,Luxury,,Completed 2008,,5.6,22.0,1750000.0,Apartments
JBR Rimal Towers,1850000.0,2450000.0,2900000.0,3182000.0,3293000.0,3404000.0,,84,84,JBR,Waterfront/Beach,35m,20m,Dubai Properties,20m,84,105,2009,8m,JBR,1960,Luxury,,Completed 2009,,5.5,22.0,1850000.0,Apartments
JBR Murjan Towers,2000000.0,2600000.0,3050000.0,3360000.0,3480000.0,3600000.0,,80,80,JBR,Waterfront/Beach,35m,20m,Dubai Properties,20m,80,104,2009,8m,JBR,2000,Luxury,,Completed 2009,,5.3,23.0,2000000.0,Apartments
JBR Shams Towers,1950000.0,2500000.0,2900000.0,3237000.0,3354000.0,3471000.0,,78,78,JBR,Waterfront/Beach,35m,20m,Dubai Properties,20m,78,106,2010,8m,JBR,1990,Luxury,,Completed 2010,,5.4,23.0,1950000.0,Apartments
1/JBR,2400000.0,3000000.0,3500000.0,3984000.0,4128000.0,4128000.0,,72,72,JBR,Waterfront/Luxury,35m,20m,Dubai Properties,20m,72,107,2015,8m,JBR,2200,Luxury,,Completed 2017,,5.2,25.0,2400000.0,Apartments
Mudon Arabella Townhouses,1650000.0,1950000.0,2250000.0,2508000.0,2607000.0,2607000.0,,58,58,Mudon,Community,23m,32m,Dubai Properties,28m,58,108,2018,32m,Mudon,1150,Mid-Range,,Completed 2020,,5.8,15.0,1650000.0,Townhouses
Mudon Azalea Townhouses,1600000.0,1900000.0,2200000.0,2496000.0,2560000.0,2560000.0,,60,60,Mudon,Community,23m,32m,Dubai Properties,28m,60,109,2018,32m,Mudon,1140,Mid-Range,,Completed 2020,,5.9,15.0,1600000.0,Townhouses
Mudon Naseem Townhouses,1700000.0,2000000.0,2300000.0,2601500.0,2635000.0,2635000.0,,55,55,Mudon,Community,23m,32m,Dubai Properties,28m,55,110,2019,32m,Mudon,1160,Mid-Range,,Completed 2021,,5.7,15.0,1700000.0,Townhouses
Villanova La Violeta,1850000.0,2200000.0,2600000.0,2962000.0,3052500.0,3052500.0,,65,65,Villanova,Gated Community,22m,30m,Dubai Properties,26m,65,111,2017,30m,Villanova,1200,Mid-Range,,Completed 2019,,5.5,16.0,1850000.0,Villas
Villanova La Amarilla,1900000.0,2250000.0,2650000.0,3021000.0,3078000.0,3078000.0,,62,62,Villanova,Gated Community,22m,30m,Dubai Properties,26m,62,112,2018,30m,Villanova,1210,Mid-Range,,Completed 2020,,5.4,16.0,1900000.0,Villas
Motor City Uptown Apartments,950000.0,1200000.0,1450000.0,1596000.0,1596000.0,1596000.0,,68,68,Motor City,Themed Community,24m,26m,Union Properties,24m,68,113,2016,28m,Motor City,1050,Affordable,,Completed 2018,,6.5,13.0,950000.0,Apartments
Green Community East Villas,2200000.0,2750000.0,3200000.0,3674000.0,3740000.0,3740000.0,,70,70,Green Community,Community,22m,28m,Union Properties,26m,70,115,2015,30m,Green Community,1180,Mid-Range,,Completed 2017,,5.6,17.0,2200000.0,Villas
Motor City Oia Residences,1050000.0,1300000.0,1550000.0,1701750.0,1732500.0,1732500.0,,65,65,Motor City,Themed Community,24m,26m,Union Properties,24m,65,114,2017,28m,Motor City,1080,Mid-Range,,Completed 2019,,6.4,13.0,1050000.0,Apartments
Green Community West Villas,2300000.0,2850000.0,3300000.0,3818000.0,3864000.0,3864000.0,,68,68,Green Community,Community,22m,28m,Union Properties,26m,68,116,2016,30m,Green Community,1200,Mid-Range,,Completed 2018,,5.5,17.0,2300000.0,Villas
Ellington House,2800000.0,3400000.0,3900000.0,4494000.0,4620000.0,4620000.0,,65,65,Downtown,Urban/Luxury,45m,10m,Ellington Properties,5m,65,117,2017,20m,Downtown Dubai,2200,Luxury,,Completed 2020,,5.2,24.0,2800000.0,Apartments
Belgravia Square,1150000.0,1400000.0,1650000.0,1840500.0,1782500.0,1782500.0,,55,55,JVC,Community,29m,23m,Ellington Properties,22m,55,119,2018,18m,JVC,1120,Mid-Range,,Completed 2020,,6.2,14.0,1150000.0,Townhouses
DT1,3200000.0,3800000.0,4400000.0,5056000.0,5056000.0,5056000.0,,58,58,Downtown,Urban/Luxury,45m,10m,Ellington Properties,5m,58,118,2019,20m,Downtown Dubai,2350,Luxury,,Completed 2022,,5,25.0,3200000.0,Apartments
Wilton Park Residences,1650000.0,1900000.0,2150000.0,2409000.0,2442000.0,,,48,48,MBR City,Master Community,35m,20m,Ellington Properties,15m,48,120,2020,25m,MBR City,1250,Mid-Range,,Completed 2023,,5.8,15.0,1650000.0,Townhouses
The Citadel,,,,,,,,75,75,Business Bay,Urban,40m,15m,Deyaar Development,12m,75,121,2009,22m,Business Bay,,Commercial,,Completed 2009,,,,,Commercial
Midtown Afnan,680000.0,850000.0,1000000.0,1081600.0,1101200.0,,11.0,62,Affordable,Dubai Production City,Community,30m,18m,Deyaar Development,35m,32m,122,2019,62,Dubai Production City,7,,Completed 2020,,,62,920.0,680000.0,Apartments
Midtown Dania,700000.0,870000.0,1020000.0,1106000.0,1120000.0,,11.0,60,Affordable,Dubai Production City,Community,30m,18m,Deyaar Development,35m,32m,123,2019,60,Dubai Production City,6.9,,Completed 2020,,,60,940.0,700000.0,Apartments
Midtown Mesk,,,750000.0,880000.0,1065000.0,1140000.0,,52,52,Dubai Production City,Community,18m,32m,Deyaar Development,30m,52,124,2021,35m,Dubai Production City,960,Affordable,,Completed 2022,,6.8,11.0,750000.0,Apartments
Midtown Noor,,,780000.0,910000.0,1081200.0,1153200.0,,48,48,Dubai Production City,Community,18m,32m,Deyaar Development,30m,48,125,2022,35m,Dubai Production City,980,Affordable,,Completed 2023,,6.7,11.0,780000.0,Apartments
Madison Residency,850000.0,1100000.0,1350000.0,1478500.0,1513000.0,1513000.0,,78,78,TECOM/Barsha Heights,Urban,35m,18m,Deyaar Development,18m,78,126,2009,15m,TECOM,1050,Affordable,,Completed 2009,,6.8,12.0,850000.0,Apartments
Montrose,1350000.0,1650000.0,1950000.0,2214000.0,2268000.0,2268000.0,,68,68,Business Bay,Urban,40m,15m,Deyaar Development,12m,68,127,2016,22m,Business Bay,1420,Mid-Range,,Completed 2018,,6,17.0,1350000.0,Apartments
Atria,1450000.0,1750000.0,2050000.0,2357500.0,2392500.0,2392500.0,,65,65,Business Bay,Urban,40m,15m,Deyaar Development,12m,65,128,2017,22m,Business Bay,1450,Mid-Range,,Completed 2019,,5.9,17.0,1450000.0,Apartments
Regalia,,,1650000.0,1900000.0,2211000.0,2343000.0,,42,42,Business Bay,Urban/Luxury,40m,15m,Deyaar Development,12m,42,129,2021,22m,Business Bay,1680,Mid-Range,,Completed 2024,,5.8,19.0,1650000.0,Apartments
DSO Jade Residences,700000.0,930000.0,1130000.0,1218100.0,1239000.0,1239000.0,,77,77,Dubai Silicon Oasis,Community,22m,24m,Deyaar Development,22m,77,131,2009,28m,Dubai Silicon Oasis,870,Affordable,,Completed 2009,,7.3,10.0,700000.0,Apartments
DSO Coral Residences,720000.0,950000.0,1150000.0,1242000.0,1260000.0,1260000.0,,75,75,Dubai Silicon Oasis,Community,22m,24m,Deyaar Development,22m,75,130,2009,28m,Dubai Silicon Oasis,880,Affordable,,Completed 2009,,7.2,10.0,720000.0,Apartments
DSO Sapphire Residences,720000.0,950000.0,1150000.0,1242000.0,1260000.0,1260000.0,,75,75,Dubai Silicon Oasis,Community,22m,24m,Deyaar Development,22m,75,133,2009,28m,Dubai Silicon Oasis,880,Affordable,,Completed 2009,,7.2,10.0,720000.0,Apartments
DSO Ruby Residences,710000.0,940000.0,1140000.0,1229440.0,1249600.0,1249600.0,,76,76,Dubai Silicon Oasis,Community,22m,24m,Deyaar Development,22m,76,132,2009,28m,Dubai Silicon Oasis,875,Affordable,,Completed 2009,,7.2,10.0,710000.0,Apartments
One Palm,8500000.0,10000000.0,11500000.0,12410000.0,12580000.0,12580000.0,,48,48,Palm Jumeirah,Waterfront/Ultra-Luxury,35m,22m,Omniyat,20m,48,134,2019,12m,Palm Jumeirah,3200,Ultra-Luxury,,Completed 2022,,4.2,35.0,8500000.0,Apartments
The Opus by Zaha Hadid,4500000.0,5300000.0,6200000.0,6862500.0,6975000.0,6975000.0,,55,55,Business Bay,Urban/Luxury Branded,40m,15m,Omniyat,12m,55,135,2019,22m,Business Bay,2800,Ultra-Luxury,,Completed 2020,,4.8,30.0,4500000.0,Apartments
LUMA Park,1550000.0,1800000.0,2050000.0,2294500.0,2356000.0,,,52,52,Town Square,Community,22m,28m,Omniyat,26m,52,137,2020,30m,Town Square,1480,Mid-Range,,Completed 2023,,5.9,17.0,1550000.0,Apartments
Sterling West,,,3200000.0,3700000.0,4291000.0,4544000.0,,42,42,Business Bay,Urban/Luxury,40m,15m,Omniyat,12m,42,136,2021,22m,Business Bay,2500,Luxury,,Completed 2024,,5,26.0,3200000.0,Apartments
MAG 5 Boulevard,950000.0,1150000.0,1350000.0,1508700.0,1539000.0,1539000.0,,62,62,Meydan,Master Community,32m,18m,MAG Property Development,16m,62,138,2018,24m,Meydan,1060,Affordable,,Completed 2020,,6.6,13.0,950000.0,Apartments
MAG 318,1400000.0,1650000.0,1900000.0,2156200.0,2212000.0,2212000.0,,58,58,Business Bay,Urban,40m,15m,MAG Property Development,12m,58,139,2019,22m,Business Bay,1440,Mid-Range,,Completed 2022,,6,17.0,1400000.0,Apartments
Samana Greens,,,750000.0,880000.0,1012500.0,1087500.0,,45,45,Arjan,Community,26m,24m,Samana Developers,22m,45,140,2022,25m,Arjan,950,Affordable,,Completed 2024,,7,11.0,750000.0,Apartments
Tiger Lake City Tower,950000.0,1250000.0,1550000.0,1700850.0,1729000.0,1729000.0,,82,82,JLT,Urban,38m,16m,Tiger Properties,16m,82,141,2008,12m,JLT,1120,Mid-Range,,Completed 2008,,6.5,14.0,950000.0,Apartments
Tiger Regina Tower,750000.0,930000.0,1080000.0,1192500.0,1215000.0,1215000.0,,62,62,JVC,Community,29m,23m,Tiger Properties,22m,62,143,2017,18m,JVC,940,Affordable,,Completed 2019,,6.7,12.0,750000.0,Apartments
Tiger O2 Tower,720000.0,900000.0,1050000.0,1161000.0,1188000.0,1188000.0,,65,65,JVC,Community,29m,23m,Tiger Properties,22m,65,142,2016,18m,JVC,920,Affordable,,Completed 2018,,6.8,12.0,720000.0,Apartments
Tiger Al Manara Tower,920000.0,1150000.0,1350000.0,1490400.0,1518000.0,1518000.0,,65,65,JVT,Community,28m,22m,Tiger Properties,20m,65,144,2016,18m,JVT,1080,Affordable,,Completed 2018,,6.6,13.0,920000.0,Apartments
Tiger Sports City Tower,780000.0,970000.0,1120000.0,1232400.0,1248000.0,1248000.0,,60,60,Sports City,Themed Community,24m,26m,Tiger Properties,24m,60,145,2017,28m,Sports City,970,Affordable,,Completed 2019,,6.9,12.0,780000.0,Apartments
Nshama Town Square Park 1,1200000.0,1450000.0,1700000.0,1872000.0,1896000.0,1896000.0,,58,58,Town Square,Master Community,22m,28m,Nshama,26m,58,146,2019,30m,Town Square,1100,Mid-Range,,Completed 2021,,6,14.0,1200000.0,Townhouses
Nshama Town Square Zahra Apartments,950000.0,1150000.0,1350000.0,1504300.0,1539000.0,1539000.0,,62,62,Town Square,Master Community,22m,28m,Nshama,26m,62,147,2018,30m,Town Square,1050,Mid-Range,,Completed 2020,,6.4,13.0,950000.0,Apartments
Nshama Town Square Safi Townhouses,1350000.0,1650000.0,1950000.0,2162250.0,2227500.0,2227500.0,,65,65,Town Square,Master Community,22m,28m,Nshama,26m,65,148,2017,30m,Town Square,1120,Mid-Range,,Completed 2019,,5.9,15.0,1350000.0,Townhouses
Nshama Town Square Zahra Townhouses,1450000.0,1700000.0,1950000.0,2212750.0,2247500.0,2247500.0,,55,55,Town Square,Master Community,22m,28m,Nshama,26m,55,150,2019,30m,Town Square,1140,Mid-Range,,Completed 2021,,5.7,15.0,1450000.0,Townhouses
Nshama Town Square Hayat Townhouses,1400000.0,1700000.0,1950000.0,2184000.0,2240000.0,2240000.0,,60,60,Town Square,Master Community,22m,28m,Nshama,26m,60,149,2018,30m,Town Square,1130,Mid-Range,,Completed 2020,,5.8,15.0,1400000.0,Townhouses
Meydan Horizons,1350000.0,1550000.0,1800000.0,2052000.0,2052000.0,2052000.0,,52,52,Meydan,Mixed-Use,32m,18m,Meydan Group,16m,52,151,2020,24m,Meydan,1280,Mid-Range,,Completed 2022,,6.2,15.0,1350000.0,Apartments
Meydan Avenue,,,1450000.0,1700000.0,2000800.0,2146000.0,,48,48,Meydan,Mixed-Use,32m,18m,Meydan Group,16m,48,152,2021,24m,Meydan,1300,Mid-Range,,Completed 2024,,6.1,15.0,1450000.0,Apartments
Peninsula One,,,2400000.0,2750000.0,3234000.0,3480000.0,,45,45,Business Bay,Urban/Waterfront,40m,15m,Select Group,12m,45,154,2021,22m,Business Bay,1850,Luxury,,Completed 2024,,5.7,21.0,2400000.0,Apartments
Meydan Grand Stand Residences,2200000.0,2600000.0,3000000.0,3432000.0,3520000.0,3520000.0,,60,60,Meydan,Branded/Mixed-Use,32m,18m,Meydan Group,16m,60,153,2018,24m,Meydan,1650,Luxury,,Completed 2021,,5.5,19.0,2200000.0,Apartments
Marina Gate 1,3500000.0,4200000.0,4900000.0,5537000.0,5670000.0,5670000.0,,62,62,Dubai Marina,Waterfront,35m,18m,Select Group,25m,62,156,2017,5m,Dubai Marina,2450,Luxury,,Completed 2020,,5.2,28.0,3500000.0,Apartments
Peninsula Five,,,1850000.0,2100000.0,2368500.0,2497500.0,,35,35,Business Bay,Urban/Waterfront,40m,15m,Select Group,12m,35,155,2023,22m,Business Bay,1720,Mid-Range,,Completed 2024,,5.9,19.0,1850000.0,Apartments
Studio One,1650000.0,2100000.0,2550000.0,2772000.0,2772000.0,2772000.0,,68,68,Dubai Marina,Waterfront,35m,18m,Select Group,25m,68,158,2016,5m,Dubai Marina,1880,Mid-Range,,Completed 2019,,5.7,22.0,1650000.0,Apartments
Marina Gate 2,3600000.0,4300000.0,4950000.0,5598000.0,5688000.0,5688000.0,,58,58,Dubai Marina,Waterfront,35m,18m,Select Group,25m,58,157,2018,5m,Dubai Marina,2470,Luxury,,Completed 2021,,5.1,28.0,3600000.0,Apartments
The Torch,1750000.0,2400000.0,2950000.0,3115000.0,3237500.0,3237500.0,,85,85,Dubai Marina,Waterfront,35m,18m,Select Group,25m,85,159,2011,5m,Dubai Marina,1950,Luxury,,Completed 2011,,5.5,24.0,1750000.0,Apartments
Pantheon Elysee,720000.0,900000.0,1050000.0,1127400.0,1137600.0,1137600.0,,58,58,JVC,Community,29m,23m,Pantheon Development,22m,58,160,2019,18m,JVC,910,Affordable,,Completed 2021,,6.9,11.0,720000.0,Apartments
Pantheon Boulevard,,,850000.0,990000.0,1144500.0,1207000.0,,42,42,JVC,Community,29m,23m,Pantheon Development,22m,42,161,2022,18m,JVC,950,Affordable,,Completed 2024,,6.8,12.0,850000.0,Apartments
Tilal Al Ghaf Elan,,,3500000.0,4100000.0,4788000.0,5180000.0,,48,48,Tilal Al Ghaf,Master Community,25m,26m,Majid Al Futtaim,24m,48,162,2021,28m,Tilal Al Ghaf,1650,Luxury,,Completed 2023,,5.2,22.0,3500000.0,Villas
Tilal Al Ghaf Sarai,,,3800000.0,4400000.0,5092000.0,5510000.0,,45,45,Tilal Al Ghaf,Master Community,25m,26m,Majid Al Futtaim,24m,45,165,2021,28m,Tilal Al Ghaf,1620,Luxury,,Completed 2023,,5.1,21.0,3800000.0,Townhouses
Tilal Al Ghaf Aura,,,4500000.0,5150000.0,5805000.0,6075000.0,,35,35,Tilal Al Ghaf,Master Community,25m,26m,Majid Al Futtaim,24m,35,164,2023,28m,Tilal Al Ghaf,1700,Luxury,,Completed 2024,,5,23.0,4500000.0,Villas
Tilal Al Ghaf Uptown,,,2800000.0,3250000.0,3724000.0,3976000.0,,42,42,Tilal Al Ghaf,Master Community,25m,26m,Majid Al Futtaim,24m,42,163,2022,28m,Tilal Al Ghaf,1580,Luxury,,Completed 2024,,5.5,20.0,2800000.0,Apartments
Iman Developers Oxford Residence 1,720000.0,900000.0,1050000.0,1123200.0,1152000.0,1152000.0,,60,60,JVC,Community,29m,23m,Iman Developers,22m,60,166,2018,18m,JVC,920,Affordable,,Completed 2020,,6.8,11.0,720000.0,Apartments
Iman Developers Oxford Residence 2,750000.0,920000.0,1080000.0,1161000.0,1185000.0,1185000.0,,58,58,JVC,Community,29m,23m,Iman Developers,22m,58,167,2019,18m,JVC,940,Affordable,,Completed 2021,,6.7,11.0,750000.0,Apartments
Al Habtoor City Residence Tower 1,3200000.0,3900000.0,4500000.0,4928000.0,5056000.0,5056000.0,,58,58,Business Bay,Mixed-Use Hospitality,40m,15m,Al Habtoor Group,12m,58,168,2017,22m,Business Bay,2350,Luxury,,Completed 2019,,5.3,26.0,3200000.0,Apartments
Al Habtoor City Residence Tower 2,3300000.0,4000000.0,4600000.0,5060000.0,5115000.0,5115000.0,,55,55,Business Bay,Mixed-Use Hospitality,40m,15m,Al Habtoor Group,12m,55,169,2017,22m,Business Bay,2370,Luxury,,Completed 2019,,5.2,26.0,3300000.0,Apartments
Wasl Hub,1250000.0,1450000.0,1700000.0,1900000.0,1900000.0,,,52,52,Al Jaddaf,Urban,38m,15m,Wasl Properties,14m,52,170,2020,23m,Al Jaddaf,1320,Mid-Range,,Completed 2023,,6.1,15.0,1250000.0,Apartments
Wasl Gate,,,1350000.0,1580000.0,1863000.0,1998000.0,,48,48,Al Jaddaf,Urban,38m,15m,Wasl Properties,14m,48,171,2021,23m,Al Jaddaf,1350,Mid-Range,,Completed 2024,,6,15.0,1350000.0,Apartments
Wasl Square,750000.0,920000.0,1080000.0,1174500.0,1185000.0,1185000.0,,58,58,JVC,Community,29m,23m,Wasl Properties,22m,58,172,2019,18m,JVC,950,Affordable,,Completed 2021,,6.7,12.0,750000.0,Apartments
Al Mazaya E1,1350000.0,1650000.0,1950000.0,2214000.0,2268000.0,2268000.0,,68,68,Business Bay,Urban,40m,15m,Al Mazaya Holding,12m,68,173,2016,22m,Business Bay,1420,Mid-Range,,Completed 2018,,6,17.0,1350000.0,Apartments
Al Mazaya E2,1400000.0,1700000.0,2000000.0,2282000.0,2310000.0,2310000.0,,65,65,Business Bay,Urban,40m,15m,Al Mazaya Holding,12m,65,174,2017,22m,Business Bay,1440,Mid-Range,,Completed 2019,,5.9,17.0,1400000.0,Apartments
Al Mazaya A1,2400000.0,3000000.0,3500000.0,3984000.0,4128000.0,4128000.0,,72,72,DIFC,Urban/Commercial,42m,12m,Al Mazaya Holding,10m,72,175,2014,18m,DIFC,2050,Luxury,,Completed 2016,,5.4,23.0,2400000.0,Apartments
Al Mazaya A2,2500000.0,3100000.0,3600000.0,4125000.0,4250000.0,4250000.0,,70,70,DIFC,Urban/Commercial,42m,12m,Al Mazaya Holding,10m,70,176,2015,18m,DIFC,2070,Luxury,,Completed 2017,,5.3,23.0,2500000.0,Apartments
Time Properties Stella Maris,720000.0,900000.0,1050000.0,1123200.0,1152000.0,1152000.0,,60,60,JVC,Community,29m,23m,Time Properties,22m,60,177,2018,18m,JVC,920,Affordable,,Completed 2020,,6.8,11.0,720000.0,Apartments
First Central Hotel Apartments TECOM,1100000.0,1400000.0,1650000.0,1765500.0,1815000.0,1815000.0,,65,65,TECOM,Urban,35m,18m,The First Group,18m,65,178,2015,15m,TECOM,1250,Mid-Range,,Completed 2017,,6.5,14.0,1100000.0,Hotel Apartments
First Central Hotel Apartments Barsha,1050000.0,1350000.0,1600000.0,1747200.0,1764000.0,1764000.0,,68,68,Barsha Heights,Urban,35m,18m,The First Group,18m,68,179,2016,15m,Barsha Heights,1230,Mid-Range,,Completed 2018,,6.6,14.0,1050000.0,Hotel Apartments
First Central Hotel Apartments Marina,1650000.0,2000000.0,2350000.0,2613300.0,2673000.0,2673000.0,,62,62,Dubai Marina,Waterfront,35m,18m,The First Group,25m,62,180,2017,5m,Dubai Marina,1750,Luxury,,Completed 2019,,5.8,20.0,1650000.0,Hotel Apartments
Vincitore Palacio,720000.0,850000.0,1000000.0,1101600.0,1094400.0,,,52,52,Arjan,Community,26m,24m,Vincitore Real Estate,22m,52,181,2020,25m,Arjan,940,Affordable,,Completed 2023,,7,11.0,720000.0,Apartments
Aqua Dimore,700000.0,880000.0,1030000.0,1120400.0,1134000.0,1134000.0,,62,62,JVC,Community,29m,23m,Aqua Properties,22m,62,182,2018,18m,JVC,900,Affordable,,Completed 2020,,6.9,11.0,700000.0,Apartments
Prescott Mayfair Tower,1350000.0,1600000.0,1900000.0,2106000.0,2160000.0,2160000.0,,60,60,Business Bay,Urban,40m,15m,Prescott Real Estate,12m,60,184,2018,22m,Business Bay,1400,Mid-Range,,Completed 2020,,6,16.0,1350000.0,Apartments
Prescott Mayfair Residency,1100000.0,1350000.0,1600000.0,1760000.0,1815000.0,1815000.0,,65,65,Meydan,Mixed-Use,32m,18m,Prescott Real Estate,16m,65,183,2017,24m,Meydan,1230,Mid-Range,,Completed 2019,,6.3,14.0,1100000.0,Apartments
Imtiaz Luxor Tower,,,680000.0,800000.0,912800.0,938400.0,,38,38,JVC,Community,29m,23m,Imtiaz Developments,22m,38,185,2023,18m,JVC,910,Affordable,,Completed 2025,,6.9,11.0,680000.0,Apartments
